,country,year,country_year,index_measure,q1_macro_appointment_procedures_ind_measure,q1_micro_appointment_judges_ind_measure,q1_micro_appointment_court_presidents_ind_measure,q1_micro_appointment_veto_ind_measure,q1_macro_selection_criteria_ind_measure,q1_micro_selection_predetermined_law_ind_measure,q1_micro_selection_intl_standards_ind_measure,q1_micro_transparency_appeal_ind_measure,q1_macro_professional_rights_ind_measure,q1_micro_judge_tenure_ind_measure,q1_micro_judge_immunity_ind_measure,q1_micro_judge_salary_ind_measure,q1_macro_professional_obligations_ind_measure,q1_micro_disciplinary_proceedings_law_ind_measure,q1_micro_disciplinary_proceedings_actors_ind_measure,q1_micro_conflict_recusal_evaluation_ind_measure,q1_macro_judicial_administration_ind_measure,q1_micro_judicial_self_governance_bodies_ind_measure,q1_micro_judicial_self_governance_competences_ind_measure,q1_micro_courts_administration_ind_measure
391,Iceland,2000,Iceland_2000,0.72,0.5,0.5,0.67,0.33,0.75,1.0,1.0,0.25,0.83,0.75,0.75,1.0,0.88,0.88,0.75,1.0,0.65,0.5,0.78,0.67
392,Iceland,2001,Iceland_2001,0.72,0.5,0.5,0.67,0.33,0.75,1.0,1.0,0.25,0.83,0.75,0.75,1.0,0.88,0.88,0.75,1.0,0.65,0.5,0.78,0.67
393,Iceland,2002,Iceland_2002,0.72,0.5,0.5,0.67,0.33,0.75,1.0,1.0,0.25,0.83,0.75,0.75,1.0,0.88,0.88,0.75,1.0,0.65,0.5,0.78,0.67
394,Iceland,2003,Iceland_2003,0.72,0.5,0.5,0.67,0.33,0.75,1.0,1.0,0.25,0.83,0.75,0.75,1.0,0.88,0.88,0.75,1.0,0.65,0.5,0.78,0.67
395,Iceland,2004,Iceland_2004,0.72,0.5,0.5,0.67,0.33,0.75,1.0,1.0,0.25,0.83,0.75,0.75,1.0,0.88,0.88,0.75,1.0,0.65,0.5,0.78,0.67
396,Iceland,2005,Iceland_2005,0.72,0.5,0.5,0.67,0.33,0.75,1.0,1.0,0.25,0.83,0.75,0.75,1.0,0.88,0.88,0.75,1.0,0.65,0.5,0.78,0.67
397,Iceland,2006,Iceland_2006,0.72,0.5,0.5,0.67,0.33,0.75,1.0,1.0,0.25,0.83,0.75,0.75,1.0,0.88,0.88,0.75,1.0,0.65,0.5,0.78,0.67
398,Iceland,2007,Iceland_2007,0.72,0.5,0.5,0.67,0.33,0.75,1.0,1.0,0.25,0.83,0.75,0.75,1.0,0.88,0.88,0.75,1.0,0.65,0.5,0.78,0.67
399,Iceland,2008,Iceland_2008,0.72,0.5,0.5,0.67,0.33,0.75,1.0,1.0,0.25,0.83,0.75,0.75,1.0,0.88,0.88,0.75,1.0,0.65,0.5,0.78,0.67
400,Iceland,2009,Iceland_2009,0.72,0.5,0.5,0.67,0.33,0.75,1.0,1.0,0.25,0.83,0.75,0.75,1.0,0.88,0.88,0.75,1.0,0.65,0.5,0.78,0.67
401,Iceland,2010,Iceland_2010,0.72,0.5,0.5,0.67,0.33,0.75,1.0,1.0,0.25,0.83,0.75,0.75,1.0,0.88,0.88,0.75,1.0,0.65,0.5,0.78,0.67
402,Iceland,2011,Iceland_2011,0.72,0.5,0.5,0.67,0.33,0.75,1.0,1.0,0.25,0.83,0.75,0.75,1.0,0.88,0.88,0.75,1.0,0.65,0.5,0.78,0.67
403,Iceland,2012,Iceland_2012,0.72,0.5,0.5,0.67,0.33,0.75,1.0,1.0,0.25,0.83,0.75,0.75,1.0,0.88,0.88,0.75,1.0,0.65,0.5,0.78,0.67
404,Iceland,2013,Iceland_2013,0.72,0.5,0.5,0.67,0.33,0.75,1.0,1.0,0.25,0.83,0.75,0.75,1.0,0.88,0.88,0.75,1.0,0.65,0.5,0.78,0.67
405,Iceland,2014,Iceland_2014,0.72,0.5,0.5,0.67,0.33,0.75,1.0,1.0,0.25,0.83,0.75,0.75,1.0,0.88,0.88,0.75,1.0,0.65,0.5,0.78,0.67
406,Iceland,2015,Iceland_2015,0.72,0.5,0.5,0.67,0.33,0.75,1.0,1.0,0.25,0.83,0.75,0.75,1.0,0.88,0.88,0.75,1.0,0.65,0.5,0.78,0.67
407,Iceland,2016,Iceland_2016,0.72,0.5,0.5,0.67,0.33,0.75,1.0,1.0,0.25,0.83,0.75,0.75,1.0,0.88,0.88,0.75,1.0,0.65,0.5,0.78,0.67
408,Iceland,2017,Iceland_2017,0.72,0.5,0.5,0.67,0.33,0.75,1.0,1.0,0.25,0.83,0.75,0.75,1.0,0.88,0.88,0.75,1.0,0.65,0.5,0.78,0.67
409,Iceland,2018,Iceland_2018,0.8,0.83,0.5,1.0,1.0,0.75,1.0,1.0,0.25,0.83,0.75,0.75,1.0,0.88,0.88,0.75,1.0,0.71,0.67,0.78,0.67
410,Iceland,2019,Iceland_2019,0.8,0.83,0.5,1.0,1.0,0.75,1.0,1.0,0.25,0.83,0.75,0.75,1.0,0.88,0.88,0.75,1.0,0.71,0.67,0.78,0.67
411,Iceland,2020,Iceland_2020,0.8,0.83,0.5,1.0,1.0,0.75,1.0,1.0,0.25,0.83,0.75,0.75,1.0,0.88,0.88,0.75,1.0,0.71,0.67,0.78,0.67
412,Iceland,2021,Iceland_2021,0.8,0.83,0.5,1.0,1.0,0.75,1.0,1.0,0.25,0.83,0.75,0.75,1.0,0.88,0.88,0.75,1.0,0.71,0.67,0.78,0.67
413,Iceland,2022,Iceland_2022,0.8,0.83,0.5,1.0,1.0,0.75,1.0,1.0,0.25,0.83,0.75,0.75,1.0,0.88,0.88,0.75,1.0,0.71,0.67,0.78,0.67
414,Ireland,2000,Ireland_2000,0.4,0.0,0.0,0.0,0.0,0.44,1.0,0.25,0.08,0.92,1.0,0.75,1.0,0.31,0.25,0.0,0.67,0.33,,,0.33
415,Ireland,2001,Ireland_2001,0.4,0.0,0.0,0.0,0.0,0.44,1.0,0.25,0.08,0.92,1.0,0.75,1.0,0.31,0.25,0.0,0.67,0.33,,,0.33
416,Ireland,2002,Ireland_2002,0.4,0.0,0.0,0.0,0.0,0.44,1.0,0.25,0.08,0.92,1.0,0.75,1.0,0.31,0.25,0.0,0.67,0.33,,,0.33
417,Ireland,2003,Ireland_2003,0.4,0.0,0.0,0.0,0.0,0.44,1.0,0.25,0.08,0.92,1.0,0.75,1.0,0.31,0.25,0.0,0.67,0.33,,,0.33
418,Ireland,2004,Ireland_2004,0.4,0.0,0.0,0.0,0.0,0.44,1.0,0.25,0.08,0.92,1.0,0.75,1.0,0.31,0.25,0.0,0.67,0.33,,,0.33
419,Ireland,2005,Ireland_2005,0.4,0.0,0.0,0.0,0.0,0.44,1.0,0.25,0.08,0.92,1.0,0.75,1.0,0.31,0.25,0.0,0.67,0.33,,,0.33
420,Ireland,2006,Ireland_2006,0.4,0.0,0.0,0.0,0.0,0.44,1.0,0.25,0.08,0.92,1.0,0.75,1.0,0.31,0.25,0.0,0.67,0.33,,,0.33
421,Ireland,2007,Ireland_2007,0.4,0.0,0.0,0.0,0.0,0.44,1.0,0.25,0.08,0.92,1.0,0.75,1.0,0.31,0.25,0.0,0.67,0.33,,,0.33
422,Ireland,2008,Ireland_2008,0.4,0.0,0.0,0.0,0.0,0.44,1.0,0.25,0.08,0.92,1.0,0.75,1.0,0.31,0.25,0.0,0.67,0.33,,,0.33
423,Ireland,2009,Ireland_2009,0.4,0.0,0.0,0.0,0.0,0.44,1.0,0.25,0.08,0.92,1.0,0.75,1.0,0.31,0.25,0.0,0.67,0.33,,,0.33
424,Ireland,2010,Ireland_2010,0.4,0.0,0.0,0.0,0.0,0.44,1.0,0.25,0.08,0.92,1.0,0.75,1.0,0.31,0.25,0.0,0.67,0.33,,,0.33
425,Ireland,2011,Ireland_2011,0.4,0.0,0.0,0.0,0.0,0.44,1.0,0.25,0.08,0.92,1.0,0.75,1.0,0.31,0.25,0.0,0.67,0.33,,,0.33
426,Ireland,2012,Ireland_2012,0.4,0.0,0.0,0.0,0.0,0.44,1.0,0.25,0.08,0.92,1.0,0.75,1.0,0.31,0.25,0.0,0.67,0.33,,,0.33
427,Ireland,2013,Ireland_2013,0.4,0.0,0.0,0.0,0.0,0.44,1.0,0.25,0.08,0.92,1.0,0.75,1.0,0.31,0.25,0.0,0.67,0.33,,,0.33
428,Ireland,2014,Ireland_2014,0.4,0.0,0.0,0.0,0.0,0.44,1.0,0.25,0.08,0.92,1.0,0.75,1.0,0.31,0.25,0.0,0.67,0.33,,,0.33
429,Ireland,2015,Ireland_2015,0.4,0.0,0.0,0.0,0.0,0.44,1.0,0.25,0.08,0.92,1.0,0.75,1.0,0.31,0.25,0.0,0.67,0.33,,,0.33
430,Ireland,2016,Ireland_2016,0.4,0.0,0.0,0.0,0.0,0.44,1.0,0.25,0.08,0.92,1.0,0.75,1.0,0.31,0.25,0.0,0.67,0.33,,,0.33
431,Ireland,2017,Ireland_2017,0.4,0.0,0.0,0.0,0.0,0.44,1.0,0.25,0.08,0.92,1.0,0.75,1.0,0.31,0.25,0.0,0.67,0.33,,,0.33
432,Ireland,2018,Ireland_2018,0.4,0.0,0.0,0.0,0.0,0.44,1.0,0.25,0.08,0.92,1.0,0.75,1.0,0.31,0.25,0.0,0.67,0.33,,,0.33
433,Ireland,2019,Ireland_2019,0.53,0.0,0.0,0.0,0.0,0.44,1.0,0.25,0.08,0.92,1.0,0.75,1.0,0.64,1.0,0.25,0.67,0.63,0.67,0.89,0.33
434,Ireland,2020,Ireland_2020,0.53,0.0,0.0,0.0,0.0,0.44,1.0,0.25,0.08,0.92,1.0,0.75,1.0,0.64,1.0,0.25,0.67,0.63,0.67,0.89,0.33
435,Ireland,2021,Ireland_2021,0.53,0.0,0.0,0.0,0.0,0.44,1.0,0.25,0.08,0.92,1.0,0.75,1.0,0.64,1.0,0.25,0.67,0.63,0.67,0.89,0.33
436,Ireland,2022,Ireland_2022,0.54,0.0,0.0,0.0,0.0,0.44,1.0,0.25,0.08,0.92,1.0,0.75,1.0,0.7,1.0,0.42,0.67,0.63,0.67,0.89,0.33
437,Italy,2000,Italy_2000,0.9,1.0,1.0,1.0,1.0,0.92,1.0,0.75,1.0,0.79,0.88,0.5,1.0,0.9,0.88,0.83,1.0,0.89,0.67,1.0,1.0
438,Italy,2001,Italy_2001,0.9,1.0,1.0,1.0,1.0,0.92,1.0,0.75,1.0,0.79,0.88,0.5,1.0,0.9,0.88,0.83,1.0,0.89,0.67,1.0,1.0
439,Italy,2002,Italy_2002,0.9,1.0,1.0,1.0,1.0,0.92,1.0,0.75,1.0,0.79,0.88,0.5,1.0,0.9,0.88,0.83,1.0,0.89,0.67,1.0,1.0
440,Italy,2003,Italy_2003,0.9,1.0,1.0,1.0,1.0,0.92,1.0,0.75,1.0,0.79,0.88,0.5,1.0,0.9,0.88,0.83,1.0,0.89,0.67,1.0,1.0
441,Italy,2004,Italy_2004,0.9,1.0,1.0,1.0,1.0,0.92,1.0,0.75,1.0,0.79,0.88,0.5,1.0,0.9,0.88,0.83,1.0,0.89,0.67,1.0,1.0
442,Italy,2005,Italy_2005,0.91,1.0,1.0,1.0,1.0,0.92,1.0,0.75,1.0,0.79,0.88,0.5,1.0,0.94,1.0,0.83,1.0,0.89,0.67,1.0,1.0
443,Italy,2006,Italy_2006,0.91,1.0,1.0,1.0,1.0,0.92,1.0,0.75,1.0,0.79,0.88,0.5,1.0,0.94,1.0,0.83,1.0,0.89,0.67,1.0,1.0
444,Italy,2007,Italy_2007,0.91,1.0,1.0,1.0,1.0,0.92,1.0,0.75,1.0,0.79,0.88,0.5,1.0,0.94,1.0,0.83,1.0,0.89,0.67,1.0,1.0
445,Italy,2008,Italy_2008,0.91,1.0,1.0,1.0,1.0,0.92,1.0,0.75,1.0,0.79,0.88,0.5,1.0,0.94,1.0,0.83,1.0,0.89,0.67,1.0,1.0
446,Italy,2009,Italy_2009,0.91,1.0,1.0,1.0,1.0,0.92,1.0,0.75,1.0,0.79,0.88,0.5,1.0,0.94,1.0,0.83,1.0,0.89,0.67,1.0,1.0
447,Italy,2010,Italy_2010,0.91,1.0,1.0,1.0,1.0,0.92,1.0,0.75,1.0,0.79,0.88,0.5,1.0,0.94,1.0,0.83,1.0,0.89,0.67,1.0,1.0
448,Italy,2011,Italy_2011,0.91,1.0,1.0,1.0,1.0,0.92,1.0,0.75,1.0,0.79,0.88,0.5,1.0,0.94,1.0,0.83,1.0,0.89,0.67,1.0,1.0
449,Italy,2012,Italy_2012,0.91,1.0,1.0,1.0,1.0,0.92,1.0,0.75,1.0,0.79,0.88,0.5,1.0,0.94,1.0,0.83,1.0,0.89,0.67,1.0,1.0
450,Italy,2013,Italy_2013,0.91,1.0,1.0,1.0,1.0,0.92,1.0,0.75,1.0,0.79,0.88,0.5,1.0,0.94,1.0,0.83,1.0,0.89,0.67,1.0,1.0
451,Italy,2014,Italy_2014,0.91,1.0,1.0,1.0,1.0,0.92,1.0,0.75,1.0,0.79,0.88,0.5,1.0,0.94,1.0,0.83,1.0,0.89,0.67,1.0,1.0
452,Italy,2015,Italy_2015,0.91,1.0,1.0,1.0,1.0,0.92,1.0,0.75,1.0,0.79,0.88,0.5,1.0,0.94,1.0,0.83,1.0,0.89,0.67,1.0,1.0
453,Italy,2016,Italy_2016,0.91,1.0,1.0,1.0,1.0,0.92,1.0,0.75,1.0,0.79,0.88,0.5,1.0,0.94,1.0,0.83,1.0,0.89,0.67,1.0,1.0
454,Italy,2017,Italy_2017,0.91,1.0,1.0,1.0,1.0,0.92,1.0,0.75,1.0,0.79,0.88,0.5,1.0,0.94,1.0,0.83,1.0,0.89,0.67,1.0,1.0
455,Italy,2018,Italy_2018,0.91,1.0,1.0,1.0,1.0,0.92,1.0,0.75,1.0,0.79,0.88,0.5,1.0,0.94,1.0,0.83,1.0,0.89,0.67,1.0,1.0
456,Italy,2019,Italy_2019,0.91,1.0,1.0,1.0,1.0,0.92,1.0,0.75,1.0,0.79,0.88,0.5,1.0,0.94,1.0,0.83,1.0,0.89,0.67,1.0,1.0
457,Italy,2020,Italy_2020,0.91,1.0,1.0,1.0,1.0,0.92,1.0,0.75,1.0,0.79,0.88,0.5,1.0,0.94,1.0,0.83,1.0,0.89,0.67,1.0,1.0
458,Italy,2021,Italy_2021,0.91,1.0,1.0,1.0,1.0,0.92,1.0,0.75,1.0,0.79,0.88,0.5,1.0,0.94,1.0,0.83,1.0,0.89,0.67,1.0,1.0
459,Italy,2022,Italy_2022,0.91,1.0,1.0,1.0,1.0,0.92,1.0,0.75,1.0,0.79,0.88,0.5,1.0,0.94,1.0,0.83,1.0,0.89,0.67,1.0,1.0
460,Latvia,2000,Latvia_2000,0.76,0.56,0.5,0.5,0.67,0.93,1.0,0.88,0.92,0.88,0.88,0.75,1.0,0.92,1.0,0.75,1.0,0.5,,,0.5
461,Latvia,2001,Latvia_2001,0.76,0.56,0.5,0.5,0.67,0.93,1.0,0.88,0.92,0.88,0.88,0.75,1.0,0.92,1.0,0.75,1.0,0.5,,,0.5
462,Latvia,2002,Latvia_2002,0.76,0.56,0.5,0.5,0.67,0.93,1.0,0.88,0.92,0.88,0.88,0.75,1.0,0.92,1.0,0.75,1.0,0.5,,,0.5
463,Latvia,2003,Latvia_2003,0.76,0.56,0.5,0.5,0.67,0.93,1.0,0.88,0.92,0.88,0.88,0.75,1.0,0.92,1.0,0.75,1.0,0.5,,,0.5
464,Latvia,2004,Latvia_2004,0.76,0.56,0.5,0.5,0.67,0.93,1.0,0.88,0.92,0.88,0.88,0.75,1.0,0.92,1.0,0.75,1.0,0.5,,,0.5
465,Latvia,2005,Latvia_2005,0.76,0.56,0.5,0.5,0.67,0.93,1.0,0.88,0.92,0.88,0.88,0.75,1.0,0.92,1.0,0.75,1.0,0.5,,,0.5
466,Latvia,2006,Latvia_2006,0.76,0.56,0.5,0.5,0.67,0.93,1.0,0.88,0.92,0.88,0.88,0.75,1.0,0.92,1.0,0.75,1.0,0.5,,,0.5
467,Latvia,2007,Latvia_2007,0.76,0.56,0.5,0.5,0.67,0.93,1.0,0.88,0.92,0.88,0.88,0.75,1.0,0.92,1.0,0.75,1.0,0.5,,,0.5
468,Latvia,2008,Latvia_2008,0.76,0.56,0.5,0.5,0.67,0.93,1.0,0.88,0.92,0.88,0.88,0.75,1.0,0.92,1.0,0.75,1.0,0.5,,,0.5
469,Latvia,2009,Latvia_2009,0.76,0.56,0.5,0.5,0.67,0.93,1.0,0.88,0.92,0.88,0.88,0.75,1.0,0.92,1.0,0.75,1.0,0.5,,,0.5
470,Latvia,2010,Latvia_2010,0.8,0.56,0.5,0.5,0.67,0.93,1.0,0.88,0.92,0.88,0.88,0.75,1.0,0.92,1.0,0.75,1.0,0.7,0.83,0.78,0.5
471,Latvia,2011,Latvia_2011,0.8,0.56,0.5,0.5,0.67,0.93,1.0,0.88,0.92,0.88,0.88,0.75,1.0,0.92,1.0,0.75,1.0,0.7,0.83,0.78,0.5
472,Latvia,2012,Latvia_2012,0.8,0.56,0.5,0.5,0.67,0.93,1.0,0.88,0.92,0.88,0.88,0.75,1.0,0.92,1.0,0.75,1.0,0.7,0.83,0.78,0.5
473,Latvia,2013,Latvia_2013,0.8,0.56,0.5,0.5,0.67,0.93,1.0,0.88,0.92,0.88,0.88,0.75,1.0,0.92,1.0,0.75,1.0,0.7,0.83,0.78,0.5
474,Latvia,2014,Latvia_2014,0.8,0.56,0.5,0.5,0.67,0.93,1.0,0.88,0.92,0.88,0.88,0.75,1.0,0.92,1.0,0.75,1.0,0.7,0.83,0.78,0.5
475,Latvia,2015,Latvia_2015,0.8,0.56,0.5,0.5,0.67,0.93,1.0,0.88,0.92,0.88,0.88,0.75,1.0,0.92,1.0,0.75,1.0,0.7,0.83,0.78,0.5
476,Latvia,2016,Latvia_2016,0.8,0.56,0.5,0.5,0.67,0.93,1.0,0.88,0.92,0.88,0.88,0.75,1.0,0.92,1.0,0.75,1.0,0.7,0.83,0.78,0.5
477,Latvia,2017,Latvia_2017,0.8,0.56,0.5,0.5,0.67,0.93,1.0,0.88,0.92,0.88,0.88,0.75,1.0,0.92,1.0,0.75,1.0,0.7,0.83,0.78,0.5
478,Latvia,2018,Latvia_2018,0.83,0.67,0.5,0.83,0.67,0.96,1.0,0.88,1.0,0.88,0.88,0.75,1.0,0.92,1.0,0.75,1.0,0.7,0.83,0.78,0.5
479,Latvia,2019,Latvia_2019,0.83,0.67,0.5,0.83,0.67,0.96,1.0,0.88,1.0,0.88,0.88,0.75,1.0,0.92,1.0,0.75,1.0,0.7,0.83,0.78,0.5
480,Latvia,2020,Latvia_2020,0.83,0.67,0.5,0.83,0.67,0.96,1.0,0.88,1.0,0.88,0.88,0.75,1.0,0.92,1.0,0.75,1.0,0.7,0.83,0.78,0.5
481,Latvia,2021,Latvia_2021,0.83,0.67,0.5,0.83,0.67,0.96,1.0,0.88,1.0,0.88,0.88,0.75,1.0,0.92,1.0,0.75,1.0,0.7,0.83,0.78,0.5
482,Latvia,2022,Latvia_2022,0.83,0.67,0.5,0.83,0.67,0.96,1.0,0.88,1.0,0.88,0.88,0.75,1.0,0.92,1.0,0.75,1.0,0.7,0.83,0.78,0.5
483,Lithuania,2000,Lithuania_2000,0.64,0.28,0.5,0.33,0.0,0.75,1.0,1.0,0.25,0.75,0.5,0.75,1.0,0.71,0.38,0.75,1.0,0.7,0.83,0.44,0.83
484,Lithuania,2001,Lithuania_2001,0.64,0.28,0.5,0.33,0.0,0.75,1.0,1.0,0.25,0.75,0.5,0.75,1.0,0.71,0.38,0.75,1.0,0.7,0.83,0.44,0.83
485,Lithuania,2002,Lithuania_2002,0.62,0.28,0.5,0.33,0.0,0.75,1.0,1.0,0.25,0.67,0.5,0.5,1.0,0.71,0.38,0.75,1.0,0.7,0.83,0.44,0.83
486,Lithuania,2003,Lithuania_2003,0.64,0.28,0.5,0.33,0.0,0.75,1.0,1.0,0.25,0.75,0.5,0.75,1.0,0.71,0.38,0.75,1.0,0.7,0.83,0.44,0.83
487,Lithuania,2004,Lithuania_2004,0.64,0.28,0.5,0.33,0.0,0.75,1.0,1.0,0.25,0.75,0.5,0.75,1.0,0.71,0.38,0.75,1.0,0.7,0.83,0.44,0.83
488,Lithuania,2005,Lithuania_2005,0.64,0.28,0.5,0.33,0.0,0.75,1.0,1.0,0.25,0.75,0.5,0.75,1.0,0.71,0.38,0.75,1.0,0.7,0.83,0.44,0.83
489,Lithuania,2006,Lithuania_2006,0.66,0.28,0.5,0.33,0.0,0.75,1.0,1.0,0.25,0.75,0.5,0.75,1.0,0.71,0.38,0.75,1.0,0.8,1.0,0.56,0.83
490,Lithuania,2007,Lithuania_2007,0.67,0.33,0.5,0.5,0.0,0.75,1.0,1.0,0.25,0.75,0.5,0.75,1.0,0.71,0.38,0.75,1.0,0.8,1.0,0.56,0.83
491,Lithuania,2008,Lithuania_2008,0.72,0.33,0.5,0.5,0.0,0.75,1.0,1.0,0.25,0.83,0.75,0.75,1.0,0.71,0.38,0.75,1.0,0.96,1.0,0.89,1.0
492,Lithuania,2009,Lithuania_2009,0.73,0.33,0.5,0.5,0.0,0.83,1.0,1.0,0.5,0.83,0.75,0.75,1.0,0.71,0.38,0.75,1.0,0.96,1.0,0.89,1.0
493,Lithuania,2010,Lithuania_2010,0.73,0.33,0.5,0.5,0.0,0.83,1.0,1.0,0.5,0.83,0.75,0.75,1.0,0.71,0.38,0.75,1.0,0.96,1.0,0.89,1.0
494,Lithuania,2011,Lithuania_2011,0.73,0.33,0.5,0.5,0.0,0.83,1.0,1.0,0.5,0.83,0.75,0.75,1.0,0.71,0.38,0.75,1.0,0.96,1.0,0.89,1.0
495,Lithuania,2012,Lithuania_2012,0.73,0.33,0.5,0.5,0.0,0.83,1.0,1.0,0.5,0.83,0.75,0.75,1.0,0.71,0.38,0.75,1.0,0.96,1.0,0.89,1.0
496,Lithuania,2013,Lithuania_2013,0.73,0.33,0.5,0.5,0.0,0.83,1.0,1.0,0.5,0.83,0.75,0.75,1.0,0.71,0.38,0.75,1.0,0.96,1.0,0.89,1.0
497,Lithuania,2014,Lithuania_2014,0.74,0.33,0.5,0.5,0.0,0.83,1.0,1.0,0.5,0.83,0.75,0.75,1.0,0.76,0.62,0.66,1.0,0.96,1.0,0.89,1.0
498,Lithuania,2015,Lithuania_2015,0.74,0.33,0.5,0.5,0.0,0.83,1.0,1.0,0.5,0.83,0.75,0.75,1.0,0.76,0.62,0.66,1.0,0.96,1.0,0.89,1.0
499,Lithuania,2016,Lithuania_2016,0.74,0.33,0.5,0.5,0.0,0.83,1.0,1.0,0.5,0.83,0.75,0.75,1.0,0.76,0.62,0.66,1.0,0.96,1.0,0.89,1.0
500,Lithuania,2017,Lithuania_2017,0.74,0.33,0.5,0.5,0.0,0.83,1.0,1.0,0.5,0.83,0.75,0.75,1.0,0.76,0.62,0.66,1.0,0.96,1.0,0.89,1.0
501,Lithuania,2018,Lithuania_2018,0.74,0.33,0.5,0.5,0.0,0.83,1.0,1.0,0.5,0.83,0.75,0.75,1.0,0.76,0.62,0.66,1.0,0.96,1.0,0.89,1.0
502,Lithuania,2019,Lithuania_2019,0.74,0.33,0.5,0.5,0.0,0.83,1.0,1.0,0.5,0.83,0.75,0.75,1.0,0.76,0.62,0.66,1.0,0.96,1.0,0.89,1.0
503,Lithuania,2020,Lithuania_2020,0.74,0.33,0.5,0.5,0.0,0.83,1.0,1.0,0.5,0.83,0.75,0.75,1.0,0.76,0.62,0.66,1.0,0.96,1.0,0.89,1.0
504,Lithuania,2021,Lithuania_2021,0.74,0.33,0.5,0.5,0.0,0.83,1.0,1.0,0.5,0.83,0.75,0.75,1.0,0.76,0.62,0.66,1.0,0.96,1.0,0.89,1.0
505,Lithuania,2022,Lithuania_2022,0.74,0.33,0.5,0.5,0.0,0.83,1.0,1.0,0.5,0.83,0.75,0.75,1.0,0.76,0.62,0.66,1.0,0.96,1.0,0.89,1.0
506,Malta,2000,Malta_2000,0.53,0.0,0.0,0.0,0.0,0.44,0.33,1.0,0.0,0.75,0.75,0.5,1.0,0.83,1.0,0.5,1.0,0.61,0.83,0.67,0.33
507,Malta,2001,Malta_2001,0.53,0.0,0.0,0.0,0.0,0.44,0.33,1.0,0.0,0.75,0.75,0.5,1.0,0.83,1.0,0.5,1.0,0.61,0.83,0.67,0.33
508,Malta,2002,Malta_2002,0.53,0.0,0.0,0.0,0.0,0.44,0.33,1.0,0.0,0.75,0.75,0.5,1.0,0.83,1.0,0.5,1.0,0.61,0.83,0.67,0.33
509,Malta,2003,Malta_2003,0.53,0.0,0.0,0.0,0.0,0.44,0.33,1.0,0.0,0.75,0.75,0.5,1.0,0.83,1.0,0.5,1.0,0.61,0.83,0.67,0.33
510,Malta,2004,Malta_2004,0.53,0.0,0.0,0.0,0.0,0.44,0.33,1.0,0.0,0.75,0.75,0.5,1.0,0.83,1.0,0.5,1.0,0.61,0.83,0.67,0.33
511,Malta,2005,Malta_2005,0.53,0.0,0.0,0.0,0.0,0.44,0.33,1.0,0.0,0.75,0.75,0.5,1.0,0.83,1.0,0.5,1.0,0.61,0.83,0.67,0.33
512,Malta,2006,Malta_2006,0.53,0.0,0.0,0.0,0.0,0.44,0.33,1.0,0.0,0.75,0.75,0.5,1.0,0.83,1.0,0.5,1.0,0.61,0.83,0.67,0.33
513,Malta,2007,Malta_2007,0.53,0.0,0.0,0.0,0.0,0.44,0.33,1.0,0.0,0.75,0.75,0.5,1.0,0.83,1.0,0.5,1.0,0.61,0.83,0.67,0.33
514,Malta,2008,Malta_2008,0.53,0.0,0.0,0.0,0.0,0.44,0.33,1.0,0.0,0.75,0.75,0.5,1.0,0.83,1.0,0.5,1.0,0.61,0.83,0.67,0.33
515,Malta,2009,Malta_2009,0.53,0.0,0.0,0.0,0.0,0.44,0.33,1.0,0.0,0.75,0.75,0.5,1.0,0.83,1.0,0.5,1.0,0.61,0.83,0.67,0.33
516,Malta,2010,Malta_2010,0.53,0.0,0.0,0.0,0.0,0.44,0.33,1.0,0.0,0.75,0.75,0.5,1.0,0.83,1.0,0.5,1.0,0.61,0.83,0.67,0.33
517,Malta,2011,Malta_2011,0.53,0.0,0.0,0.0,0.0,0.44,0.33,1.0,0.0,0.75,0.75,0.5,1.0,0.83,1.0,0.5,1.0,0.61,0.83,0.67,0.33
518,Malta,2012,Malta_2012,0.53,0.0,0.0,0.0,0.0,0.44,0.33,1.0,0.0,0.75,0.75,0.5,1.0,0.83,1.0,0.5,1.0,0.61,0.83,0.67,0.33
519,Malta,2013,Malta_2013,0.53,0.0,0.0,0.0,0.0,0.44,0.33,1.0,0.0,0.75,0.75,0.5,1.0,0.83,1.0,0.5,1.0,0.61,0.83,0.67,0.33
520,Malta,2014,Malta_2014,0.53,0.0,0.0,0.0,0.0,0.44,0.33,1.0,0.0,0.75,0.75,0.5,1.0,0.83,1.0,0.5,1.0,0.61,0.83,0.67,0.33
521,Malta,2015,Malta_2015,0.53,0.0,0.0,0.0,0.0,0.44,0.33,1.0,0.0,0.75,0.75,0.5,1.0,0.83,1.0,0.5,1.0,0.61,0.83,0.67,0.33
522,Malta,2016,Malta_2016,0.53,0.0,0.0,0.0,0.0,0.44,0.33,1.0,0.0,0.75,0.75,0.5,1.0,0.83,1.0,0.5,1.0,0.61,0.83,0.67,0.33
523,Malta,2017,Malta_2017,0.57,0.22,0.5,0.17,0.0,0.44,0.33,1.0,0.0,0.75,0.75,0.5,1.0,0.83,1.0,0.5,1.0,0.61,0.83,0.67,0.33
524,Malta,2018,Malta_2018,0.57,0.22,0.5,0.17,0.0,0.44,0.33,1.0,0.0,0.75,0.75,0.5,1.0,0.83,1.0,0.5,1.0,0.61,0.83,0.67,0.33
525,Malta,2019,Malta_2019,0.57,0.22,0.5,0.17,0.0,0.44,0.33,1.0,0.0,0.75,0.75,0.5,1.0,0.83,1.0,0.5,1.0,0.61,0.83,0.67,0.33
